,school_name,city,lat,lon,altitude
339,Washington Head Start,Bellflower,33.89307377551021,-118.1271118367347,0.0
340,Child Development Head Start Program,Bellflower,33.882128039496656,-118.13607861587148,0.0
341,Abercrombie Day Care,Bellflower,33.89483621762662,-118.1200409275482,0.0
342,Collins Sunnyday Child Care Center,Bellflower,33.901286666666664,-118.14056341666667,0.0
343,Las Flores Home Education Independent Study Academy,Bellflower,33.87673554535628,-118.12006159167085,0.0
344,C.L. Prep Academy,Bellflower,,,
345,California Advancing Pathways For Students In Los Angeles County,Bellflower,33.882826652770866,-118.13403694014696,0.0
346,Spectrumcenter Schools Downey,Bellflower,33.903780745377695,-118.12786642308872,0.0
347,St. Bernard School,Bellflower,33.878365333333335,-118.12835100000001,0.0
348,St. Dominic Savio,Bellflower,33.90969298510723,-118.124228338165,0.0
349,St. John Bosco High School,Bellflower,33.9074185,-118.12543273913043,0.0
350,Wonderland School,Bellflower,33.872806499999996,-118.11169000000001,0.0
351,Valley Christian Elementary School,Bellflower,33.8750130902921,-118.11280394571837,0.0
352,Lakeland Elementary School,Norwalk,33.9306166,-118.07638147421181,0.0
353,Lakeside Middle School,Norwalk,33.92717945,-118.09670819649725,0.0
354,William W. Orr Elementary School,Norwalk,33.921071999999995,-118.0853650464544,0.0
355,Studebaker Elementary School,Norwalk,33.9248978,-118.10043212019524,0.0
356,Julia B. Morrison Elementary School,Norwalk,33.90928459776122,-118.08667481403081,0.0
357,Cresson Elementary School,Norwalk,33.9289443,-118.0853582831349,0.0
358,Paddison Elementary School,Norwalk,33.919819849999996,-118.07562760672195,0.0
359,D. D. Johnston Elementary School,Norwalk,33.90842225,-118.09567895268762,0.0
360,Los Alisos Middle School,Norwalk,33.896191,-118.0851745409478,0.0
361,Norwalk High School,Norwalk,33.906727000000004,-118.09080491504479,0.0
362,Corvallis Middle School,Norwalk,33.905573149999995,-118.09747012634719,0.0
363,John Dolland Elementary School,Norwalk,33.8936496,-118.0650127301331,0.0
364,Anna M. Glazier Elementary School,Norwalk,33.8937796,-118.10230313718282,0.0
365,Loretta Lampton Elementary School,Norwalk,33.896000400000005,-118.09449797210519,0.0
366,New River Elementary School,Norwalk,33.9081317,-118.10169049508153,0.0
367,John H. Nuffer Elementary School,Norwalk,33.89556175,-118.0880453825969,0.0
368,Arturo Sanchez Elementary School,Norwalk,33.88318865,-118.07847936302313,0.0
