,city,school_name,school_rating,school_address,school_url,school_type,school_grades,school_total_students,school_teacher_ratio,school_district,English,Math,Science,pre_k_school,elementary_school,middle_school,high_school,ratio_bins,lat,lon,altitude,Asian,Black,Filipino,Hispanic,Native American,Pacific Islander,Two or more races,Unspecified,White
145,LongBeach,Oakwood Academy,Unrated,"3850 Long Beach Boulevard, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/10311-Oakwood-Academy/,Private,K-5,60.0,Unknown,Private,,,,False,True,False,False,Unknown,33.82854415384615,-118.189254,0.0,,,,,,,,,
146,LongBeach,Westerly School of Long Beach,Unrated,"2950 East 29th Street, Long Beach, CA, 90806",https://www.greatschools.org/california/long-beach/10675-Westerly-School-Of-Long-Beach/,Private,K-8,172.0,Unknown,Private,,,,False,True,True,False,Unknown,33.8084329318865,-118.15708992102412,0.0,,,,,,,,,
147,LongBeach,Educational Partnership High School,Unrated,"1794 Cedar Avenue, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/10944-Educational-Partnership-High-School/,Public district,9-12,807.0,34:1,Long Beach Unified School District,24.0,2.0,12.0,False,False,False,True,30+,33.78967004081633,-118.19495887755102,0.0,3%,17%,<1%,67%,<1%,2%,1%,1%,9%
148,LongBeach,Montessori School-Eureka,Unrated,"PO BOX 8605, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/11291-Montessori-School-Eureka/,Private,PK-K,36.0,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
149,LongBeach,First Baptist Church School,Unrated,"1000 Pine Avenue, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/11626-First-Baptist-Church-School/,Private,K-12,135.0,Unknown,Private,,,,False,True,True,True,Unknown,33.779096,-118.192277,0.0,,,,,,,,,
150,LongBeach,City Christian School,Unrated,"2217 E 6th St, Long Beach, CA, 90814",https://www.greatschools.org/california/long-beach/11672-City-Christian-School/,Private,PK-6,,Unknown,Private,,,,True,True,True,False,Unknown,33.77405267346939,-118.16514848979593,0.0,,,,,,,,,
151,LongBeach,Renaissance High School For The Arts,Unrated,"235 East 8th Street, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/11956-Renaissance-High-School-For-The-Arts/,Public district,9-12,442.0,22:1,Long Beach Unified School District,33.0,6.0,,False,False,False,True,21-30,33.776628,-118.19025677777778,0.0,3%,21%,3%,49%,<1%,<1%,2%,8%,14%
152,LongBeach,New Life Christian Academy,Unrated,"6491 Cherry Avenue, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/12657-New-Life-Christian-Academy/,Private,K-12,,Unknown,Private,,,,False,True,True,True,Unknown,33.872280181818184,-118.16876181818182,0.0,,,,,,,,,
153,LongBeach,Giant Steps Children's Center,Unrated,"6951 Obispo Avenue, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/12817-Giant-Steps-Childrens-Center/,Private,PK-K,40.0,Unknown,Private,,,,True,False,False,False,Unknown,33.880925,-118.155765,0.0,,,,,,,,,
154,LongBeach,Montessori Academy Of Long Beach,Unrated,"3908 Woodruff Avenue, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/13119-Montessori-Academy-Of-Long-Beach/,Private,PK-K,26.0,Unknown,Private,,,,True,False,False,False,Unknown,33.82903842842721,-118.11645971948904,0.0,,,,,,,,,
155,LongBeach,Edgewater Pre-School,Unrated,"5270 East Atherton Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/13234-Edgewater-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.7886839,-118.0940163,0.0,,,,,,,,,
156,LongBeach,Select Community Day (Secondary) School,Unrated,"2221 Argonne Avenue, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/13911-Select-Community-Day-Secondary-School/,Public district,7-12,8.0,9:1,Long Beach Unified School District,,,,False,False,True,True,<10,33.79650887755102,-118.13627857142858,0.0,,25%,,50%,,,13%,,13%
157,LongBeach,Bethany Baptist Elementary School,Unrated,"2244 Clark Avenue, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/15093-Bethany-Baptist-Elementary-School/,Private,K-8,322.0,Unknown,Private,,,,False,True,True,False,Unknown,33.7961587,-118.1340178,0.0,,,,,,,,,
158,LongBeach,Southwestern Longview Private,Unrated,"4747 Daisy Avenue, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/15118-Southwestern-Longview-Private/,Private,K-12,,Unknown,Private,,,,False,True,True,True,Unknown,33.8447434,-118.1991493,0.0,,,,,,,,,
159,LongBeach,Bixby Oaks Children Center,Unrated,"3832 Long Beach Blvd, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/15384-Bixby-Oaks-Children-Center/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.827881727272725,-118.18925481818182,0.0,,,,,,,,,
160,LongBeach,Kindercare Learning Center #1626 Belmont Shore,Unrated,"5251 East Las Lomas Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/15431-Kindercare-Learning-Center-1626-Belmont-Shore/,Private,PK-K,20.0,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
161,LongBeach,Oak Tree Children's Center,Unrated,"1710 Redondo Avenue, Long Beach, CA, 90804",https://www.greatschools.org/california/long-beach/15535-Oak-Tree-Childrens-Center/,Private,K,,Unknown,Private,,,,True,False,False,False,Unknown,33.78821608333333,-118.152302,0.0,,,,,,,,,
162,LongBeach,Long Beach Montessori School,Unrated,"5447 N Paramount Blvd, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/15563-Long-Beach-Montessori-School/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
163,LongBeach,Open Door Enrichment,Unrated,"132 East Artesia Boulevard, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/15615-Open-Door-Enrichment/,Private,K-3,,Unknown,Private,,,,False,True,False,False,Unknown,33.87419530612245,-118.2019693265306,0.0,,,,,,,,,
164,LongBeach,Carousel School,Unrated,"366 Cherry Avenue, Long Beach, CA, 90802",https://www.greatschools.org/california/long-beach/15685-Carousel-School/,Private,PK-5,,Unknown,Private,,,,True,True,False,False,Unknown,33.7712505,-118.16746538926924,0.0,,,,,,,,,
165,LongBeach,Bay Shore School,Unrated,"228 Corona Avenue, Long Beach, CA, 90803",https://www.greatschools.org/california/long-beach/15968-Bay-Shore-School/,Private,K-12,27.0,Unknown,Private,,,,False,True,True,True,Unknown,33.76171640428699,-118.1333715535777,0.0,,,,,,,,,
166,LongBeach,Rainbow Christian Academy,Unrated,"3816 Weston Place, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/16125-Rainbow-Christian-Academy/,Private,1-12,6.0,Unknown,Private,,,,False,True,True,True,Unknown,33.827505333333335,-118.19190433333334,0.0,,,,,,,,,
167,LongBeach,Seaside Academy,Unrated,"1531 E Harding St, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/16136-Seaside-Academy/,Private,K-12,,Unknown,Private,,,,False,True,True,True,Unknown,33.867450000000005,-118.17381575,0.0,,,,,,,,,
168,LongBeach,St. Barnabas Elementary School,Unrated,"3980 Marron Avenue, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/16155-St.-Barnabas-Elementary-School/,Private,PK-8,303.0,Unknown,Private,,,,True,True,True,False,Unknown,33.83107389285715,-118.17726864285714,0.0,,,,,,,,,
169,LongBeach,Montessori School Eureka,Unrated,"5306 East Arbor Road, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/17198-Montessori-School-Eureka/,Private,PK-2,,Unknown,Private,,,,True,True,False,False,Unknown,,,,,,,,,,,,
170,LongBeach,Child & Family Center,Unrated,"1250 North Bellflower Boulevard, Long Beach, CA, 90840",https://www.greatschools.org/california/long-beach/18257-Child--Family-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.783723408270355,-118.12223378917275,0.0,,,,,,,,,
171,LongBeach,Play House North,Unrated,"Po Box 16004, Long Beach, CA, 90806",https://www.greatschools.org/california/long-beach/19893-Play-House-North/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
172,LongBeach,Simply Kare Child Development Center,Unrated,"1330 Termino Ave, Long Beach, CA, 90804",https://www.greatschools.org/california/long-beach/19894-Simply-Kare-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.78303590322581,-118.14578851612904,0.0,,,,,,,,,
173,LongBeach,Creative Arts Day Care,Unrated,"1423 Walnut Ave, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/19895-Creative-Arts-Day-Care/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.784890346938774,-118.17208632653062,0.0,,,,,,,,,
174,LongBeach,Whittier Child Development Center,Unrated,"1424 E Esther St, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/19896-Whittier-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.788869530612246,-118.17381830612246,0.0,,,,,,,,,
175,LongBeach,Ole' King Cole Develop Center,Unrated,"1814 E 7th St, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/19898-Ole-King-Cole-Develop-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.775259857142856,-118.16956457142858,0.0,,,,,,,,,
176,LongBeach,Montessori Children's House 1,Unrated,"5550 East Atherton Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/19899-Montessori-Childrens-House-1/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.7886839,-118.0940163,0.0,,,,,,,,,
177,LongBeach,West Child Development Center,Unrated,"2125 Santa Fe Ave, Long Beach, CA, 90810",https://www.greatschools.org/california/long-beach/19900-West-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.795914,-118.21553607692309,0.0,,,,,,,,,
178,LongBeach,Garfield Child Development Center-School Age,Unrated,"2240 Baltic Ave, Long Beach, CA, 90810",https://www.greatschools.org/california/long-beach/19901-Garfield-Child-Development-Center-School-Age/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.797886,-118.2131627755102,0.0,,,,,,,,,
179,LongBeach,Young Horizons-N Pacific,Unrated,"2418 Pacific Ave, Long Beach, CA, 90806",https://www.greatschools.org/california/long-beach/19903-Young-Horizons-N-Pacific/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.801161816326534,-118.19360791836736,0.0,,,,,,,,,
180,LongBeach,Grace Lutheran Christian Pre-School,Unrated,"245 West Wardlow Road, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19904-Grace-Lutheran-Christian-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.8190358,-118.1966151,0.0,,,,,,,,,
181,LongBeach,Palo Verde Christian Ch Nursery,Unrated,"2501 Palo Verde Avenue, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/19905-Palo-Verde-Christian-Ch-Nursery/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.80297738890566,-118.10800221966385,0.0,,,,,,,,,
182,LongBeach,Magnolia Children Club-Comp Dev,Unrated,"2545 Pacific Ave, Long Beach, CA, 90806",https://www.greatschools.org/california/long-beach/19906-Magnolia-Children-Club-Comp-Dev/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.80339469387755,-118.19380865306124,0.0,,,,,,,,,
183,LongBeach,First Baptist Pre-School & Kindergarten,Unrated,"2679 E Carson St, Long Beach, CA, 90810",https://www.greatschools.org/california/long-beach/19907-First-Baptist-Pre-School--Kindergarten/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.8317353,-118.2161678,0.0,,,,,,,,,
184,LongBeach,Great Beginnings,Unrated,"3027 East 4th Street, Long Beach, CA, 90814",https://www.greatschools.org/california/long-beach/19908-Great-Beginnings/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.77179143478261,-118.15616286956522,0.0,,,,,,,,,
185,LongBeach,A Love 4 Learning Academy,Unrated,"306 Elm Ave, Long Beach, CA, 90802",https://www.greatschools.org/california/long-beach/19909-A-Love-4-Learning-Academy/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.77068984615385,-118.18756846153846,0.0,,,,,,,,,
186,LongBeach,Long Beach Kiddy Kollege,Unrated,"3090 Long Beach Boulevard, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19910-Long-Beach-Kiddy-Kollege/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.81311816666666,-118.1892485,0.0,,,,,,,,,
187,LongBeach,Muir Child Development Center,Unrated,"3041 Delta Ave, Long Beach, CA, 90810",https://www.greatschools.org/california/long-beach/19911-Muir-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.81264093877551,-118.21119463265306,0.0,,,,,,,,,
188,LongBeach,Belmont Heights Un Methodist Nursery,Unrated,"317 Termino Avenue, Long Beach, CA, 90814",https://www.greatschools.org/california/long-beach/19912-Belmont-Heights-Un-Methodist-Nursery/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.768987,-118.1465318,0.0,,,,,,,,,
189,LongBeach,Sander's Teeny Tiny Pre-School,Unrated,"3211 Santa Fe Ave, Long Beach, CA, 90810",https://www.greatschools.org/california/long-beach/19913-Sanders-Teeny-Tiny-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.81587183333333,-118.215547,0.0,,,,,,,,,
190,LongBeach,Mann Child Development Center,Unrated,"4310 Long Beach Boulevard #200, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19914-Mann-Child-Development-Center/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
191,LongBeach,Christian Life Learning Center,Unrated,"3400 Pacific Ave, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19915-Christian-Life-Learning-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.819106,-118.193639,0.0,,,,,,,,,
192,LongBeach,YMCA-GLB-Lutheran Church Site,Unrated,"345 E Carson St, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19917-YMCA-GLB-Lutheran-Church-Site/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.8317353,-118.2161678,0.0,,,,,,,,,
193,LongBeach,Bundle Of Joy Day Care 4,Unrated,"3588 Long Beach Boulevard, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19918-Bundle-Of-Joy-Day-Care-4/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.82187224489796,-118.18925669387755,0.0,,,,,,,,,
194,LongBeach,Kidworks Children Center,Unrated,"3621 East Broadway, Long Beach, CA, 90803",https://www.greatschools.org/california/long-beach/19919-Kidworks-Children-Center/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.76453379591837,-118.14992338775512,0.0,,,,,,,,,
195,LongBeach,Singing Fountains Pre-School,Unrated,"3655 North Norwalk Boulevard, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19920-Singing-Fountains-Pre-School/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.823616428571434,-118.07191426530612,0.0,,,,,,,,,
196,LongBeach,Our Saviour's Lutheran Pre-School,Unrated,"370 Junipero Avenue, Long Beach, CA, 90814",https://www.greatschools.org/california/long-beach/19921-Our-Saviours-Lutheran-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.770922125,-118.164498875,0.0,,,,,,,,,
197,LongBeach,New Horizons Christian School,Unrated,"3707 Atlantic Ave, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19922-New-Horizons-Christian-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.824473510204086,-118.18511275510204,0.0,,,,,,,,,
198,LongBeach,Ca Heights Un Methodist Chldrn Center,Unrated,"3759 Orange Avenue, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19923-Ca-Heights-Un-Methodist-Chldrn-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.82566255102041,-118.17640363265306,0.0,,,,,,,,,
199,LongBeach,Early Childhood Ed Center,Unrated,"3801 East Willow Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/19924-Early-Childhood-Ed-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.80434439337101,-118.14859360950663,0.0,,,,,,,,,
200,LongBeach,Grace 1st Presbyterian Pre-School,Unrated,"3955 North Studebaker Road, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19925-Grace-1st-Presbyterian-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.7725796,-118.1030718,0.0,,,,,,,,,
201,LongBeach,Long Beach Day Nursery-West,Unrated,"3965 Bellflower Blvd, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19926-Long-Beach-Day-Nursery-West/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.82923386133863,-118.12526740644697,0.0,,,,,,,,,
202,LongBeach,Long Beach Day Nursery-East,Unrated,"3965 North Bellflower Boulevard, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19927-Long-Beach-Day-Nursery-East/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.7882985,-118.1242461,0.0,,,,,,,,,
203,LongBeach,Phases-Early Comp Learning Child Care Center,Unrated,"404 North Newport Avenue, Long Beach, CA, 90814",https://www.greatschools.org/california/long-beach/19928-Phases-Early-Comp-Learning-Child-Care-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
204,LongBeach,W Anaheim Head Start Center,Unrated,"440 West Anaheim Street, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/19929-W-Anaheim-Head-Start-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.7825941,-118.2013524,0.0,,,,,,,,,
205,LongBeach,Bethany Lutheran Pre-School,Unrated,"4644 Clark Avenue, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19930-Bethany-Lutheran-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.84115146938775,-118.13371481632652,0.0,,,,,,,,,
206,LongBeach,Twain Child Development Center,Unrated,"4310 Long Beach Boulevard #200, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19931-Twain-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
207,LongBeach,Lakewood Vlg Community Church Nursery,Unrated,"4515 Sunfield Avenue, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19932-Lakewood-Vlg-Community-Church-Nursery/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.839937393939394,-118.13506393939392,0.0,,,,,,,,,
208,LongBeach,Fairfield Family YMCA,Unrated,"4949 Atlantic Ave, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/19933-Fairfield-Family-YMCA/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.846064262626264,-118.1850435050505,0.0,,,,,,,,,
209,LongBeach,Young Horizons Child Development Center,Unrated,"501 Atlantic Avenue, Long Beach, CA, 90802",https://www.greatschools.org/california/long-beach/19934-Young-Horizons-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.773045,-118.185122,0.0,,,,,,,,,
210,LongBeach,Burbank Child Development Center,Unrated,"535 Junipero Avenue, Long Beach, CA, 90814",https://www.greatschools.org/california/long-beach/19935-Burbank-Child-Development-Center/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.772286434343435,-118.16429806060606,0.0,,,,,,,,,
211,LongBeach,Young Horizons-De Las Flores,Unrated,"501 Atlantic Avenue, Long Beach, CA, 90802",https://www.greatschools.org/california/long-beach/19936-Young-Horizons-De-Las-Flores/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.773045,-118.185122,0.0,,,,,,,,,
212,LongBeach,Stevenson Child Development Center,Unrated,"4310 Long Beach Boulevard #200, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19937-Stevenson-Child-Development-Center/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
213,LongBeach,Carver Child Development Center,Unrated,"5335 East Pavo Street, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19938-Carver-Child-Development-Center/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
214,LongBeach,Lakewood Children Pre-School,Unrated,"5336 East Arbor Road, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19939-Lakewood-Children-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
215,LongBeach,Discovery Pre-School At Laucc,Unrated,"5550 East Atherton Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/19940-Discovery-Pre-School-At-Laucc/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.7886839,-118.0940163,0.0,,,,,,,,,
216,LongBeach,Long Beach Christian Day Care Center,Unrated,"5559 East Wardlow Road, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19941-Long-Beach-Christian-Day-Care-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.819213250000004,-118.12301626478252,0.0,,,,,,,,,
217,LongBeach,YMCA Creative Beginnings,Unrated,"5600 Linden Avenue, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/19942-Creative-Beginnings/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.858533,-118.18587,0.0,,,,,,,,,
218,LongBeach,St Luke's Christian Pre-School,Unrated,"5633 East Wardlow Road, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19943-St-Lukes-Christian-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.819212699999994,-118.12171346837916,0.0,,,,,,,,,
219,LongBeach,Educational Enrichment Child Care Center,Unrated,"5640 Orange Ave, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/19944-Educational-Enrichment-Child-Care-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.85868243243243,-118.17717464864864,0.0,,,,,,,,,
220,LongBeach,Isabel Patterson Child Development Center,Unrated,"5700 East Atherton Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/19945-Isabel-Patterson-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.7886839,-118.0940163,0.0,,,,,,,,,
221,LongBeach,Seaside Child Development Center,Unrated,"5901 E 7th St, Long Beach, CA, 90822",https://www.greatschools.org/california/long-beach/19946-Seaside-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.7784011,-118.1187786366041,0.0,,,,,,,,,
222,LongBeach,Los Altos United Methodist Pre-School,Unrated,"5950 East Willow Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/19947-Los-Altos-United-Methodist-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.80316089795918,-118.11575204081632,0.0,,,,,,,,,
223,LongBeach,Parkcrest Early Childhood School,Unrated,"3936 Woodruff Avenue, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/19948-Parkcrest-Early-Childhood-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.829427495138745,-118.11645762898137,0.0,,,,,,,,,
224,LongBeach,Abundance Of Life Day Care Center,Unrated,"6100 Long Beach Boulevard, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/19949-Abundance-Of-Life-Day-Care-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.8511254,-118.1954013,0.0,,,,,,,,,
225,LongBeach,North Child Development Center,Unrated,"4310 Long Beach Boulevard #200, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19950-North-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
226,LongBeach,Edison Child Day Care Center,Unrated,"640 West 7th Street, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/19951-Edison-Child-Day-Care-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.775251,-118.20025702040816,0.0,,,,,,,,,
227,LongBeach,Grant Child Development Center,Unrated,"4310 Long Beach Boulevard #200, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/19952-Grant-Child-Development-Center/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
228,LongBeach,Christ Lutheran Pre-School,Unrated,"6500 East Stearns Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/19953-Christ-Lutheran-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
229,LongBeach,Elby's Tots,Unrated,"5600 North Paramount Boulevard, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/19955-Elbys-Tots/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
230,LongBeach,Carmelitos Child Development Center,Unrated,"851 Via Carmelitos, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/19957-Carmelitos-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.84835170741204,-118.18180032961476,0.0,,,,,,,,,
231,LongBeach,Little Light House Ed Child Care Center,Unrated,"909 Pine Ave, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/19958-Little-Light-House-Ed-Child-Care-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.7779958,-118.1924688,0.0,,,,,,,,,
232,LongBeach,Montessori On Elm,Unrated,"930 Elm Avenue, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/19959-Montessori-On-Elm/,Private,1-4,32.0,Unknown,Private,,,,False,True,False,False,Unknown,33.77842914285714,-118.18755688571429,0.0,,,,,,,,,
233,LongBeach,First Lutheran Pre-School,Unrated,"946 Linden Avenue, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/19960-First-Lutheran-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.77853305555556,-118.18624788888889,0.0,,,,,,,,,
234,LongBeach,Comprehensive Child Development Center,Unrated,"2565 Pacific Avenue, Long Beach, CA, 90806",https://www.greatschools.org/california/long-beach/22595-Comprehensive-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.80371591836735,-118.19380804081634,0.0,,,,,,,,,
235,LongBeach,Muila Area 2,Unrated,"1640 Alamitos Avenue, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/23863-Muila-Area-2/,Private,K-12,,Unknown,Private,,,,False,True,True,True,Unknown,33.787449775510204,-118.17636214285714,0.0,,,,,,,,,
236,LongBeach,Oaktree Preschool And Kindergarten,Unrated,"1710 Redondo Avenue, Long Beach, CA, 90804",https://www.greatschools.org/california/long-beach/24428-Oaktree-Preschool-And-Kindergarten/,Private,PK-K,26.0,Unknown,Private,,,,True,False,False,False,Unknown,33.78821608333333,-118.152302,0.0,,,,,,,,,
237,LongBeach,Oakwood Academy - Bixby Campus,Unrated,"3850 Long Beach Boulevard, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/24429-Oakwood-Academy---Bixby-Campus/,Private,K-2,137.0,Unknown,Private,,,,False,True,False,False,Unknown,33.82854415384615,-118.189254,0.0,,,,,,,,,
