,city,school_name,school_rating,school_address,school_url,school_type,school_grades,school_total_students,school_teacher_ratio,school_district,English,Math,Science,pre_k_school,elementary_school,middle_school,high_school,ratio_bins,lat,lon,altitude,Asian,Black,Filipino,Hispanic,Native American,Pacific Islander,Two or more races,Unspecified,White
308,Bellflower,Frank E. Woodruff Elementary School,3,"15332 Eucalyptus Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/1551-Frank-E.-Woodruff-Elementary-School/,Public district,K-6,483.0,28:1,Bellflower Unified School District,22.0,11.0,8.0,False,True,False,False,21-30,33.89450474659017,-118.12191341790958,0.0,3%,14%,3%,72%,1%,<1%,2%,1%,4%
309,Bellflower,Adventist Union School,Unrated,"15548 Santa Ana Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/10619-Adventist-Union-School/,Private,K-8,60.0,Unknown,Private,,,,False,True,True,False,Unknown,33.892626270072995,-118.1360688540146,0.0,,,,,,,,,
310,Bellflower,Southland Christian Academy,Unrated,"16400 Woodruff Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/11263-Southland-Christian-Academy/,Private,PK-6,153.0,Unknown,Private,,,,True,True,True,False,Unknown,33.8896514,-118.1173982,0.0,,,,,,,,,
311,Bellflower,Christ Heritage Academy,Unrated,"10248 Alondra Boulevard, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/11550-Christ-Heritage-Academy/,Private,K-6,22.0,Unknown,Private,,,,False,True,True,False,Unknown,33.88928226013335,-118.11621593958355,0.0,,,,,,,,,
312,Bellflower,Bellflower Alternative Education Center,Unrated,"16703 Clark Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/13824-Bellflower-Alternative-Education-Center/,Public district,K-12,11.0,4:1,Bellflower Unified School District,9.0,9.0,,False,True,True,True,<10,33.882826652770866,-118.13403694014696,0.0,,9%,,91%,,,,,
313,Bellflower,Somerset Continuation High School,Unrated,"9243 Laurel St, Bellflower, CA 90706",https://www.greatschools.org/california/bellflower/1548-Somerset-Continuation-High-School/,Public district,7-12,183.0,17:1,Bellflower Unified School District,9.0,1.0,1.0,False,False,True,True,16-20,33.88302687972691,-118.13752385931518,0.0,1%,17%,1%,67%,1%,1%,2%,,10%
314,Bellflower,Creative Day Academy,Unrated,"8740 Ramona Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/15736-Creative-Day-Academy/,Private,PK,86.0,Unknown,Private,,,,True,False,False,False,Unknown,33.87285,-118.145346,0.0,,,,,,,,,
315,Bellflower,Veritas Christian School,Unrated,"9250 Harvard Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/16180-Veritas-Christian-School/,Private,K-12,,Unknown,Private,,,,False,True,True,True,Unknown,33.88788629411765,-118.13683588235294,0.0,,,,,,,,,
316,Bellflower,Whole Heart Christian Academy,Unrated,"PO Box 39, Bellflower, CA, 90707",https://www.greatschools.org/california/bellflower/16190-Whole-Heart-Christian-Academy/,Private,K-12,29.0,Unknown,Private,,,,False,True,True,True,Unknown,,,,,,,,,,,,
317,Bellflower,Ymca-Los Cerritos,Unrated,"15530 Woodruff Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/17933-Ymca-Los-Cerritos/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.8896514,-118.1173982,0.0,,,,,,,,,
318,Bellflower,Golden West Pre-School,Unrated,"10248 Alondra Boulevard, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/18075-Golden-West-Pre-School/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.88928226013335,-118.11621593958355,0.0,,,,,,,,,
319,Bellflower,Ernie Pyle Head Start Center,Unrated,"16703 Clark Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/18076-Ernie-Pyle-Head-Start-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.882826652770866,-118.13403694014696,0.0,,,,,,,,,
320,Bellflower,Bellflower United Methodist Pre-School,Unrated,"14525 Bellflower Boulevard, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/18077-Bellflower-United-Methodist-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.89996841386024,-118.12540949281474,0.0,,,,,,,,,
321,Bellflower,First Christian Church Dc,Unrated,"Po Box 759, Bellflower, CA, 90707",https://www.greatschools.org/california/bellflower/18078-First-Christian-Church-Dc/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,,,,,,,,,,,,
322,Bellflower,Thomas Jefferson Ex Head Start,Unrated,"9980 Cedar Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/18079-Thomas-Jefferson-Ex-Head-Start/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.87113396153846,-118.12127592307692,0.0,,,,,,,,,
323,Bellflower,Whitewood Child Development Center,Unrated,"16703 Clark Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/19778-Whitewood-Child-Development-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.882826652770866,-118.13403694014696,0.0,,,,,,,,,
324,Bellflower,Kaicyna Christian Academy,Unrated,"10522 Artesia Boulevard, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/25981-Kaicyna-Christian-Academy/,Private,1-12,,Unknown,Private,,,,False,True,True,True,Unknown,33.87280906060606,-118.10967918181818,0.0,,,,,,,,,
325,Bellflower,Quality Childrens Srvc Head Start,Unrated,"9447 Flower Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/27346-Quality-Childrens-Srvc-Head-Start/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.88215118181818,-118.13230072727272,0.0,,,,,,,,,
326,Bellflower,St Dominic Savio Pre-K,Unrated,"9750 Foster Road, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/28376-St-Dominic-Savio-Pre-K/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.90969298510723,-118.124228338165,0.0,,,,,,,,,
327,Bellflower,Cannan Pre-School,Unrated,"17200 Clark Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/29223-Cannan-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.876502,-118.133782,0.0,,,,,,,,,
328,Bellflower,Craig Williams Head Start,Unrated,"6144 Clark Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/29409-Craig-Williams-Head-Start/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.9079907,-118.1340899,0.0,,,,,,,,,
329,Bellflower,Washington Head Start,Unrated,"9725 Jefferson Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/29410-Washington-Head-Start/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.89307377551021,-118.1271118367347,0.0,,,,,,,,,
330,Bellflower,Child Development Head Start Program,Unrated,"9301 Flower Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/29431-Child-Development-Head-Start-Program/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.882128039496656,-118.13607861587148,0.0,,,,,,,,,
331,Bellflower,Abercrombie Day Care,Unrated,"15302 Cornuta Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/29666-Abercrombie-Day-Care/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.89483621762662,-118.1200409275482,0.0,,,,,,,,,
332,Bellflower,Collins Sunnyday Child Care Center,Unrated,"9045 Louise Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/29993-Collins-Sunnyday-Child-Care-Center/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.901286666666664,-118.14056341666668,0.0,,,,,,,,,
333,Bellflower,Las Flores Home Education Independent Study Academy,Unrated,"10039 Palm Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/31152-Las-Flores-Home-Education-Independent-Study-Academy/,Public district,K-12,223.0,24:1,Bellflower Unified School District,48.0,22.0,24.0,False,True,True,True,21-30,33.87673554535628,-118.12006159167083,0.0,5%,9%,3%,44%,1%,<1%,4%,3%,31%
334,Bellflower,C.L. Prep Academy,Unrated,"PO BOX 786, Bellflower, CA, 90707",https://www.greatschools.org/california/bellflower/31284-C.L.-Prep-Academy/,Private,PK-5,12.0,Unknown,Private,,,,True,True,False,False,Unknown,,,,,,,,,,,,
335,Bellflower,Spectrumcenter Schools Downey,Unrated,"9625 Van Ruiten Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/33158-Spectrumcenter-Schools-Downey/,Private,1-12,58.0,Unknown,Private,,,,False,True,True,True,Unknown,33.903780745377695,-118.12786642308872,0.0,,,,,,,,,
336,Bellflower,St. Bernard School,Unrated,"9626 Park Street, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/7842-St.-Bernard-School/,Private,PK-8,185.0,Unknown,Private,,,,True,True,True,False,Unknown,33.878365333333335,-118.128351,0.0,,,,,,,,,
337,Bellflower,St. Dominic Savio,Unrated,"9750 Foster Road, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/7843-St.-Dominic-Savio/,Private,K-8,311.0,Unknown,Private,,,,False,True,True,False,Unknown,33.90969298510723,-118.124228338165,0.0,,,,,,,,,
338,Bellflower,St. John Bosco High School,Unrated,"13640 Bellflower Boulevard, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/7996-St.-John-Bosco-High-School/,Private,9-12,842.0,Unknown,Private,,,,False,False,False,True,Unknown,33.9074185,-118.12543273913045,0.0,,,,,,,,,
339,Bellflower,Wonderland School,Unrated,"10440 Artesia Boulevard, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/8925-Wonderland-School/,Private,PK,341.0,Unknown,Private,,,,True,False,False,False,Unknown,33.8728065,-118.11169,0.0,,,,,,,,,
340,Bellflower,Valley Christian Elementary School,Unrated,"17408 Grand Avenue, Bellflower, CA, 90706",https://www.greatschools.org/california/bellflower/9066-Valley-Christian-Elementary-School/,Private,K-6,453.0,Unknown,Private,,,,False,True,True,False,Unknown,33.8750130902921,-118.11280394571835,0.0,,,,,,,,,
341,Norwalk,Lakeland Elementary School,7,"11224 Bombardier Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2527-Lakeland-Elementary-School/,Public district,K-5,346.0,23:1,Little Lake City Elementary School District,50.0,43.0,43.0,False,True,False,False,21-30,33.9306166,-118.0763814742118,0.0,3%,2%,1%,90%,1%,<1%,1%,,3%
342,Norwalk,Lakeside Middle School,7,"11000 Kenney Street, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2528-Lakeside-Middle-School/,Public district,6-8,601.0,20:1,Little Lake City Elementary School District,61.0,27.0,30.0,False,False,True,False,16-20,33.92717945,-118.09670819649725,0.0,1%,2%,1%,91%,1%,<1%,1%,,3%
343,Norwalk,William W. Orr Elementary School,7,"12130 Jersey Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2530-William-W.-Orr-Elementary-School/,Public district,K-5,399.0,22:1,Little Lake City Elementary School District,58.0,39.0,34.0,False,True,False,False,21-30,33.921071999999995,-118.0853650464544,0.0,2%,3%,3%,85%,<1%,1%,2%,,4%
344,Norwalk,Studebaker Elementary School,7,"11800 Halcourt Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2532-Studebaker-Elementary-School/,Public district,K-5,469.0,22:1,Little Lake City Elementary School District,56.0,41.0,43.0,False,True,False,False,21-30,33.9248978,-118.10043212019524,0.0,2%,1%,1%,89%,,,1%,1%,5%
345,Norwalk,Julia B. Morrison Elementary School,7,"13510 Maidstone Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2734-Julia-B.-Morrison-Elementary-School/,Public district,K-5,714.0,23:1,Norwalk-La Mirada Unified School District,52.0,48.0,35.0,False,True,False,False,21-30,33.90928459776122,-118.0866748140308,0.0,2%,4%,2%,84%,<1%,<1%,1%,3%,4%
346,Norwalk,Cresson Elementary School,6,"11650 Cresson Street, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2524-Cresson-Elementary-School/,Public district,K-5,271.0,18:1,Little Lake City Elementary School District,53.0,34.0,28.0,False,True,False,False,16-20,33.9289443,-118.0853582831349,0.0,<1%,<1%,<1%,93%,,<1%,1%,2%,4%
347,Norwalk,Paddison Elementary School,6,"12100 Crewe Street, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2531-Paddison-Elementary-School/,Public district,K-5,411.0,21:1,Little Lake City Elementary School District,47.0,40.0,33.0,False,True,False,False,21-30,33.91981985,-118.07562760672197,0.0,1%,1%,1%,92%,,,<1%,2%,3%
348,Norwalk,D. D. Johnston Elementary School,6,"13421 Fairford Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2728-D.-D.-Johnston-Elementary-School/,Public district,K-5,386.0,21:1,Norwalk-La Mirada Unified School District,48.0,32.0,17.0,False,True,False,False,21-30,33.90842225,-118.09567895268762,0.0,4%,4%,4%,81%,,1%,2%,,4%
349,Norwalk,Los Alisos Middle School,5,"14800 Jersey Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/11748-Los-Alisos-Middle-School/,Public district,6-8,1181.0,24:1,Norwalk-La Mirada Unified School District,40.0,21.0,21.0,False,False,True,False,21-30,33.896191,-118.0851745409478,0.0,2%,2%,2%,90%,,<1%,1%,1%,2%
350,Norwalk,Norwalk High School,5,"11356 Leffingwell Road, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2736-Norwalk-High-School/,Public district,9-12,2011.0,23:1,Norwalk-La Mirada Unified School District,56.0,18.0,20.0,False,False,False,True,21-30,33.906727000000004,-118.0908049150448,0.0,2%,3%,3%,87%,<1%,<1%,1%,1%,3%
351,Norwalk,Corvallis Middle School,4,"11032 Leffingwell Road, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2714-Corvallis-Middle-School/,Public district,6-8,750.0,24:1,Norwalk-La Mirada Unified School District,36.0,16.0,18.0,False,False,True,False,21-30,33.905573149999995,-118.0974701263472,0.0,2%,4%,3%,86%,<1%,1%,1%,,3%
352,Norwalk,John Dolland Elementary School,4,"15021 Bloomfield Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2715-John-Dolland-Elementary-School/,Public district,K-5,500.0,21:1,Norwalk-La Mirada Unified School District,39.0,35.0,11.0,False,True,False,False,21-30,33.8936496,-118.0650127301331,0.0,2%,4%,3%,89%,,<1%,<1%,1%,1%
353,Norwalk,Anna M. Glazier Elementary School,4,"10932 Excelsior Drive, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2723-Anna-M.-Glazier-Elementary-School/,Public district,K-5,531.0,21:1,Norwalk-La Mirada Unified School District,30.0,19.0,14.0,False,True,False,False,21-30,33.8937796,-118.10230313718282,0.0,2%,3%,1%,88%,1%,<1%,2%,1%,2%
354,Norwalk,Loretta Lampton Elementary School,4,"14716 Elmcroft Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2731-Loretta-Lampton-Elementary-School/,Public district,K-5,568.0,20:1,Norwalk-La Mirada Unified School District,33.0,29.0,12.0,False,True,False,False,16-20,33.896000400000005,-118.0944979721052,0.0,3%,2%,1%,88%,<1%,1%,2%,,3%
355,Norwalk,New River Elementary School,4,"13432 Halcourt Ave., Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2735-New-River-Elementary-School/,Public district,K-5,354.0,22:1,Norwalk-La Mirada Unified School District,35.0,18.0,25.0,False,True,False,False,21-30,33.9081317,-118.10169049508151,0.0,1%,2%,3%,89%,,1%,1%,,3%
356,Norwalk,John H. Nuffer Elementary School,4,"14821 Jersey Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2737-John-H.-Nuffer-Elementary-School/,Public district,K-5,291.0,15:1,Norwalk-La Mirada Unified School District,28.0,21.0,12.0,False,True,False,False,10-15,33.89556175,-118.0880453825969,0.0,4%,3%,2%,80%,,2%,1%,2%,6%
357,Norwalk,Arturo Sanchez Elementary School,4,"11960 162nd Street, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2738-Arturo-Sanchez-Elementary-School/,Public district,K-5,301.0,19:1,Norwalk-La Mirada Unified School District,34.0,27.0,15.0,False,True,False,False,16-20,33.88318865,-118.07847936302312,0.0,2%,1%,4%,92%,,,,,1%
358,Norwalk,Earl E. Edmondson Elementary School,3,"15121 Grayland Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2718-Earl-E.-Edmondson-Elementary-School/,Public district,K-5,463.0,26:1,Norwalk-La Mirada Unified School District,23.0,17.0,13.0,False,True,False,False,21-30,33.893285,-118.07715337768448,0.0,1%,<1%,1%,94%,<1%,,<1%,3%,1%
359,Norwalk,John H. Glenn High School,3,"13520 Shoemaker Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2724-John-H.-Glenn-High-School/,Public district,9-12,1248.0,19:1,Norwalk-La Mirada Unified School District,33.0,15.0,14.0,False,False,False,True,16-20,33.907775650000005,-118.05314261565144,0.0,1%,3%,2%,90%,<1%,<1%,<1%,2%,2%
360,Norwalk,Thomas B. Moffitt Elementary School,3,"13323 Goller Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2733-Thomas-B.-Moffitt-Elementary-School/,Public district,K-5,409.0,20:1,Norwalk-La Mirada Unified School District,26.0,16.0,11.0,False,True,False,False,16-20,33.90829875,-118.06548625452604,0.0,3%,3%,5%,81%,1%,1%,2%,1%,3%
361,Norwalk,Nettie L. Waite Middle School,3,"14320 Norwalk Boulevard, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2739-Nettie-L.-Waite-Middle-School/,Public district,6-8,567.0,20:1,Norwalk-La Mirada Unified School District,25.0,7.0,10.0,False,False,True,False,16-20,33.899946150000005,-118.07201998109836,0.0,2%,2%,2%,89%,<1%,1%,<1%,1%,3%
362,Norwalk,New Harvest Christian,Unrated,"11364 Imperial Highway, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/10296-New-Harvest-Christian/,Private,K-12,47.0,Unknown,Private,,,,False,True,True,True,Unknown,33.9167743,-118.090893,0.0,,,,,,,,,
363,Norwalk,Joyland Pre School,Unrated,"12645 Pioneer Boulevard, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/16055-Joyland-Pre-School/,Private,PK,103.0,Unknown,Private,,,,True,False,False,False,Unknown,33.91628190837762,-118.0816050529032,0.0,,,,,,,,,
364,Norwalk,Three In One Christian Academy,Unrated,"11242 Ferina Street, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/16175-Three-In-One-Christian-Academy/,Private,K-11,7.0,Unknown,Private,,,,False,True,True,True,Unknown,33.892937,-118.094434,0.0,,,,,,,,,
365,Norwalk,Pioneer Baptist Elementary School,Unrated,"11717 Pioneer Boulevard, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/17207-Pioneer-Baptist-Elementary-School/,Private,K-12,14.0,Unknown,Private,,,,False,True,True,True,Unknown,33.924967602655364,-118.08162171339691,0.0,,,,,,,,,
366,Norwalk,Cerritos College Child Development Center,Unrated,"11110 Alondra Boulevard, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/20804-Cerritos-College-Child-Development-Center/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.8831622,-118.0973395187587,0.0,,,,,,,,,
367,Norwalk,Sunny Day Pre-School,Unrated,"11526 Rosecrans Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/20805-Sunny-Day-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.90203233333334,-118.08792766666669,0.0,,,,,,,,,
368,Norwalk,Tlc Christian Learning Center,Unrated,"11553 Leffingwell Road, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/20806-Tlc-Christian-Learning-Center/,Private,PK-K,,Unknown,Private,,,,True,False,False,False,Unknown,33.90942,-118.087517,0.0,,,,,,,,,
369,Norwalk,Trinity Lutheran Pre-School,Unrated,"11609 Studebaker Road, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/20807-Trinity-Lutheran-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.9267300018328,-118.09907204001048,0.0,,,,,,,,,
370,Norwalk,Bit Of Heaven Day Care,Unrated,"12191 Firestone Boulevard, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/20809-Bit-Of-Heaven-Day-Care/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.90817972501476,-118.07305294068416,0.0,,,,,,,,,
371,Norwalk,St Linus Pre-Kindergarten,Unrated,"13913 Shoemaker Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/20813-St-Linus-Pre-Kindergarten/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.904845333333334,-118.05540033333334,0.0,,,,,,,,,
372,Norwalk,Kiddie Kampus Pre-School,Unrated,"15108 Studebaker Road, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/20815-Kiddie-Kampus-Pre-School/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.89342462520387,-118.1001019154061,0.0,,,,,,,,,
373,Norwalk,Ramona Head Start/State Preschool,Unrated,"14616 Dinard Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/24083-Ramona-Head-Start-State-Preschool/,Public district,Ungraded,1.0,14:1,Norwalk-La Mirada Unified School District,,,,False,False,False,False,10-15,33.89845493443725,-118.05088562177728,0.0,,,,,,,,,
374,Norwalk,Cesar Chavez Elementary School,Unrated,"12110 Walnut Street, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/2713-Cesar-Chavez-Elementary-School/,Public district,K-5,381.0,21:1,Norwalk-La Mirada Unified School District,43.0,36.0,24.0,False,True,False,False,21-30,33.9034406,-118.07506653030214,0.0,1%,2%,1%,93%,,1%,1%,,2%
375,Norwalk,Glazier Aft School Program,Unrated,"15415 Pioneer Boulevard, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/27797-Glazier-Aft-School-Program/,Private,PK,,Unknown,Private,,,,True,False,False,False,Unknown,33.89088019387755,-118.08227723469388,0.0,,,,,,,,,
376,Norwalk,New Harvest Christian School,Unrated,"PO BOX 529, Norwalk, CA, 90651",https://www.greatschools.org/california/norwalk/33563-New-Harvest-Christian-School/,Private,K-12,86.0,Unknown,Private,,,,False,True,True,True,Unknown,,,,,,,,,,,,
377,Norwalk,Pacific Ohana Acdemy,Unrated,"12026 Sproul Street, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/33578-Pacific-Ohana-Acdemy/,Private,8-12,11.0,Unknown,Private,,,,False,False,True,True,Unknown,33.91085034693878,-118.07624506122448,0.0,,,,,,,,,
378,Norwalk,St. John Of God Elementary School,Unrated,"13817 Pioneer Boulevard, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/7891-St.-John-Of-God-Elementary-School/,Private,K-8,114.0,Unknown,Private,,,,False,True,True,False,Unknown,33.906022255102044,-118.08246243877552,0.0,,,,,,,,,
379,Norwalk,St. Linus Elementary School,Unrated,"13913 Shoemaker Avenue, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/7892-St.-Linus-Elementary-School/,Private,PK-8,248.0,Unknown,Private,,,,True,True,True,False,Unknown,33.904845333333334,-118.05540033333334,0.0,,,,,,,,,
380,Norwalk,Nazarene Christian School,Unrated,"15014 Studebaker Rd, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/8502-Nazarene-Christian-School/,Private,PK-8,,Unknown,Private,,,,True,True,True,False,Unknown,33.8940239,-118.09905077117614,0.0,,,,,,,,,
381,Norwalk,Trinity Christian School,Unrated,"11507 Studebaker Road, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/8536-Trinity-Christian-School/,Private,PK-8,172.0,Unknown,Private,,,,True,True,True,False,Unknown,33.92782006666667,-118.09907676666666,0.0,,,,,,,,,
382,Norwalk,Norwalk Christian School,Unrated,"11129 Pioneer Boulevard, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/8594-Norwalk-Christian-School/,Private,PK-6,18.0,Unknown,Private,,,,True,True,True,False,Unknown,33.93068556949905,-118.08162833611176,0.0,,,,,,,,,
383,Norwalk,Trouble Free Educational School,Unrated,"15706 Pioneer Blvd, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/8897-Trouble-Free-Educational-School/,Private,3-12,,Unknown,Private,,,,False,True,True,True,Unknown,33.888874816326535,-118.08225769387757,0.0,,,,,,,,,
384,Norwalk,Norwalk Christian Academy,Unrated,"11005 Foster Road, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/8947-Norwalk-Christian-Academy/,Private,K-6,56.0,Unknown,Private,,,,False,True,True,False,Unknown,33.90990545454546,-118.0979589090909,0.0,,,,,,,,,
385,Norwalk,Grace Christian Schools,Unrated,"12722 Woods Ave, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/8948-Grace-Christian-Schools/,Private,"K-4, 6, 8-9, 11-12",,Unknown,Private,,,,False,True,True,True,Unknown,33.915314005484824,-118.08387651379032,0.0,,,,,,,,,
386,Norwalk,Pioneer Baptist School,Unrated,"11717 Pioneer Boulevard, Norwalk, CA, 90650",https://www.greatschools.org/california/norwalk/9551-Pioneer-Baptist-School/,Private,3-12,11.0,Unknown,Private,,,,False,True,True,True,Unknown,33.924967602655364,-118.08162171339691,0.0,,,,,,,,,
387,Downey,Rio San Gabriel Elementary School,7,"9338 Gotham Street, Downey, CA, 90241",https://www.greatschools.org/california/downey/1672-Rio-San-Gabriel-Elementary-School/,Public district,K-5,825.0,24:1,Downey Unified School District,50.0,40.0,29.0,False,True,False,False,21-30,33.93884497770698,-118.11205372089124,0.0,3%,2%,1%,86%,,<1%,1%,1%,6%
388,Downey,Unsworth Elementary School,7,"9001 Lindsey Avenue, Downey, CA, 90240",https://www.greatschools.org/california/downey/1674-Unsworth-Elementary-School/,Public district,K-5,705.0,24:1,Downey Unified School District,62.0,50.0,28.0,False,True,False,False,21-30,33.955794,-118.106539,0.0,1%,3%,1%,90%,<1%,,1%,,4%
389,Downey,Williams Elementary School,7,"7530 Arnett Street, Downey, CA, 90241",https://www.greatschools.org/california/downey/1678-Williams-Elementary-School/,Public district,K-3,784.0,24:1,Downey Unified School District,44.0,50.0,,False,True,False,False,21-30,33.94486309436093,-118.1487251528242,0.0,2%,2%,<1%,90%,,,1%,,5%
390,Downey,Griffiths Middle School,7,"9633 Tweedy Lane, Downey, CA, 90240",https://www.greatschools.org/california/downey/1665-Griffiths-Middle-School/,Public district,6-8,1318.0,24:1,Downey Unified School District,44.0,35.0,38.0,False,False,True,False,21-30,33.959377149999995,-118.13062931826737,0.0,2%,2%,<1%,90%,<1%,<1%,1%,1%,4%
391,Downey,Old River Elementary School,7,"11995 Old River School Road, Downey, CA, 90242",https://www.greatschools.org/california/downey/1668-Old-River-Elementary-School/,Public district,4-5,662.0,27:1,Downey Unified School District,49.0,35.0,35.0,False,True,False,False,21-30,33.938802189063914,-118.1550998739574,0.0,1%,3%,<1%,92%,,,<1%,,4%
392,Downey,Price Elementary School,7,"9525 Tweedy Lane, Downey, CA, 90240",https://www.greatschools.org/california/downey/1670-Price-Elementary-School/,Public district,K-5,851.0,24:1,Downey Unified School District,54.0,53.0,33.0,False,True,False,False,21-30,33.96052625,-118.12880987557536,0.0,2%,1%,,92%,<1%,<1%,<1%,1%,4%
