,school_name,school rating,school_address,school_url,school_type,school_grades,school_total_students,school_teacher_ratio,school_district
214,Clear Passage Educational Center,Unrated,"1471 Martin Luther King Junior Avenue, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/32044-Clear-Passage-Educational-Center/,Public charter,9-12,55,14:1,Clear Passage Educational Center District
215,Success Work College Preparatory Academy,Unrated,"4647 Long Beach Blvd, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/32365-Success-Work-College-Preparatory-Academy/,Private,K-9,N/A,N/A,N/A
216,Montessori School Eureka,Unrated,"5306 East Arbor Road, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/33098-Montessori-School-Eureka/,Private,PK-K,33,N/A,N/A
217,Spectrum Center- Long Beach Middle Market Street,Unrated,"1022 East Market Street, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/33156-Spectrum-Center--Long-Beach-Middle-Market-Street/,Private,K-12,114,N/A,N/A
218,St Cornelius Elementary,Unrated,"3330 North Bellflower Boulevard, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/33159-St-Cornelius-Elementary/,Private,PK-8,327,N/A,N/A
219,United Faith Community Day Care Center,Unrated,"6934 Long Beach Boulevard, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/33198-United-Faith-Community-Day-Care-Center/,Private,PK-2,19,N/A,N/A
220,Bethany Baptist Elementary,Unrated,"2244 Clark Avenue, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/33386-Bethany-Baptist-Elementary/,Private,PK-8,232,N/A,N/A
221,Huntington Academy,Unrated,"1423 Walnut Avenue, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/33482-Huntington-Academy/,Private,PK-5,47,N/A,N/A
222,Holy Innocents Elementary School,Unrated,"2500 Pacific Avenue, Long Beach, CA, 90806",https://www.greatschools.org/california/long-beach/7865-Holy-Innocents-Elementary-School/,Private,K-8,203,N/A,N/A
223,St. Anthony Elementary School,Unrated,"855 East 5th Street, Long Beach, CA, 90802",https://www.greatschools.org/california/long-beach/7866-St.-Anthony-Elementary-School/,Private,PK-8,234,N/A,N/A
224,St. Athanasius Elementary School,Unrated,"5377 Linden Avenue, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/7867-St.-Athanasius-Elementary-School/,Private,K-8,120,N/A,N/A
225,St. Cornelius Elementary School,Unrated,"3330 North Bellflower Boulevard, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/7868-St.-Cornelius-Elementary-School/,Private,K-8,326,N/A,N/A
226,Saint Anthony High School,Unrated,"620 Olive Avenue, Long Beach, CA, 90802",https://www.greatschools.org/california/long-beach/7987-Saint-Anthony-High-School/,Private,9-12,472,N/A,N/A
227,St. Joseph Elementary School,Unrated,"6200 East Willow Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/8002-St.-Joseph-Elementary-School/,Private,K-8,308,N/A,N/A
228,St. Cyprian Elementary School,Unrated,"5133 East Arbor Road, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/8003-St.-Cyprian-Elementary-School/,Private,PK-8,281,N/A,N/A
229,St. Maria Goretti,Unrated,"3950 Palo Verde Avenue, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/8019-St.-Maria-Goretti/,Private,PK-8,161,N/A,N/A
230,Our Lady Of Refuge,Unrated,"5210 East Los Coyotes Diagonal, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/8034-Our-Lady-Of-Refuge/,Private,K-8,247,N/A,N/A
231,St. Lucy School,Unrated,"2320 Cota Avenue, Long Beach, CA, 90810",https://www.greatschools.org/california/long-beach/8056-St.-Lucy-School/,Private,K-8,166,N/A,N/A
232,Bethany Lutheran School,Unrated,"5100 East Arbor Road, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/8649-Bethany-Lutheran-School/,Private,K-8,193,N/A,N/A
233,Grace Christian School,Unrated,"3601 Linden Avenue, Long Beach, CA, 90807",https://www.greatschools.org/california/long-beach/8803-Grace-Christian-School/,Private,K-6,151,N/A,N/A
234,Nazarene Christian,Unrated,"5253 Los Coyotes Diagonal, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/8974-Nazarene-Christian/,Private,K-8,N/A,N/A,N/A
235,Lakewood Christian Schools,Unrated,"5336 East Arbor Road, Long Beach, CA, 90808",https://www.greatschools.org/california/long-beach/9192-Lakewood-Christian-Schools/,Private,K-8,307,N/A,N/A
236,Gethsemane Baptist Christian,Unrated,"6095 Orange Avenue, Long Beach, CA, 90805",https://www.greatschools.org/california/long-beach/9196-Gethsemane-Baptist-Christian/,Private,PK-10,85,N/A,N/A
237,Los Altos Brethren School,Unrated,"6565 East Stearns Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/9203-Los-Altos-Brethren-School/,Private,PK-6,180,N/A,N/A
238,Montessori Children's House School,Unrated,"5550 East Atherton Street, Long Beach, CA, 90815",https://www.greatschools.org/california/long-beach/9349-Montessori-Childrens-House-School/,Private,PK-6,70,N/A,N/A
239,Creative Arts School,Unrated,"1423 Walnut Avenue, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/9374-Creative-Arts-School/,Private,PK,45,N/A,N/A
240,Huntington Academy,Unrated,"1423 Walnut Avenue, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/9714-Huntington-Academy/,Private,K-4,20,N/A,N/A
241,Regency High School,Unrated,"490 West 14th Street, Long Beach, CA, 90813",https://www.greatschools.org/california/long-beach/9862-Regency-High-School/,Private,8-12,42,N/A,N/A
